Position,Const,Created,Modified,Description,Name,Known For,Birth Date
916,nm1019493,2016-11-07,2016-11-07,,Kevin Donovan,The Tuxedo,
917,nm0024925,2016-11-07,2016-11-07,,Hossein Amini,Drive,
918,nm0572951,2016-11-07,2016-11-07,,Tom McLoughlin,Friday the 13th Part VI: Jason Lives,1950-07-19
919,nm0806293,2016-11-07,2016-11-07,,George Sluizer,Spoorloos,1932-06-25
920,nm2277869,2016-11-07,2016-11-07,,Marjane Satrapi,Persepolis,1969-11-22
921,nm0152741,2016-11-07,2016-11-07,,Joe Charbanic,The Watcher,
922,nm0000128,2016-11-07,2016-11-07,,Russell Crowe,Les Misérables,1964-04-07
923,nm0453270,2016-11-07,2016-11-07,,Clare Kilner,The Alienist,
924,nm2326979,2016-11-07,2016-11-07,,Larysa Kondracki,The Whistleblower,
925,nm0516360,2016-11-07,2016-11-07,,Ken Loach,"I, Daniel Blake",1936-06-17
926,nm1220140,2016-11-07,2016-11-07,,James Watkins,Eden Lake,
927,nm0000698,2016-11-07,2016-11-07,,Gene Wilder,Willy Wonka & the Chocolate Factory,1933-06-11
928,nm0004810,2016-11-07,2016-11-07,,Chris Carter,The X Files,1956-10-13
929,nm0336695,2016-11-07,2016-11-07,,James Gray,Ad Astra,1969-04-14
930,nm0885249,2016-11-07,2016-11-07,,Jean-Marc Vallée,C.R.A.Z.Y.,1963-03-09
931,nm2128335,2016-11-07,2016-11-07,,J Blakeson,I Care a Lot,
932,nm0726638,2016-11-07,2016-11-07,,Patricia Riggen,The 33,1970-06-02
933,nm0950553,2016-11-07,2016-11-07,,Ronny Yu,Bak fat moh lui zyun,
934,nm0764319,2016-11-07,2016-11-07,,Damon Santostefano,Best Player,
935,nm0696309,2016-11-07,2016-11-07,,Michael Pressman,Picket Fences,1950-07-01
936,nm0936482,2016-11-07,2016-11-07,,Len Wiseman,Underworld,1973-03-04
937,nm0618680,2016-11-07,2016-11-07,,Jeffrey Nachmanoff,Traitor,1967-03-09
938,nm0002892,2016-11-07,2016-11-07,,Wally Pfister,Inception,1961-07-08
939,nm0125111,2016-11-07,2016-11-07,,Robert Butler,Remington Steele,1927-11-16
940,nm0098953,2016-11-07,2016-11-07,,Rachid Bouchareb,Indigènes,1959-09-01
941,nm0455394,2016-11-07,2016-11-07,,Zalman King,Nine 1/2 Weeks,1942-05-23
942,nm0874096,2016-11-07,2016-11-07,,Fernando Trueba,Belle Epoque,1955-01-18
943,nm0002700,2016-11-07,2016-11-07,,Malcolm D. Lee,Girls Trip,1970-01-11
944,nm0734747,2016-11-07,2016-11-07,,Mic Rodgers,Hacksaw Ridge,
945,nm0087595,2016-11-07,2016-11-07,,Jamie Blanks,Crawlspace,
946,nm0871428,2016-11-07,2016-11-07,,Pete Travis,Vantage Point,
947,nm0156417,2016-11-07,2016-11-07,,Lionel Chetwynd,Ike: Countdown to D-Day,1940-01-29
948,nm4320125,2016-11-07,2016-11-07,,Mukunda Michael Dewil,Vehicle 19,
949,nm0437596,2016-11-07,2016-11-07,,Jeff Kanew,Revenge of the Nerds,1944-12-16
950,nm2819316,2016-11-07,2016-11-07,,Geoffrey Fletcher,Precious,1970-10-04
951,nm0067457,2016-11-07,2016-11-07,,Timur Bekmambetov,Nochnoy dozor,1961-06-25
952,nm0041161,2016-11-07,2016-11-07,,Philip G. Atwell,War,
953,nm0790715,2016-11-07,2016-11-07,,Penelope Spheeris,Suburbia,1945-12-02
954,nm0085438,2016-11-07,2016-11-07,,Michael Ian Black,Stella,1971-08-12
955,nm0911910,2016-11-07,2016-11-07,,Vincent Ward,The Navigator: A Mediaeval Odyssey,1956-02-16
956,nm0918873,2016-11-07,2016-11-07,,Sam Weisman,George of the Jungle,
957,nm0620290,2016-11-07,2016-11-07,,Desmond Nakano,American Pastime,
958,nm0467225,2016-11-07,2016-11-07,,Peter Kosminsky,No Child of Mine,1956-04-21
959,nm0001692,2016-11-07,2016-11-07,,Ken Russell,The Devils,1927-07-03
960,nm0414423,2016-11-07,2016-11-07,,Gregory Jacobs,Edge of Tomorrow,
961,nm0335138,2016-11-07,2016-11-07,,Debra Granik,Leave No Trace,1963-02-06
962,nm0003343,2016-11-07,2016-11-07,,Rob Schmidt,Wrong Turn,1965-09-25
963,nm0751577,2016-11-07,2016-11-07,,Anthony Russo,Captain America: The Winter Soldier,1970-02-03
964,nm0751648,2016-11-07,2016-11-07,,Joe Russo,Avengers: Endgame,1971-07-08
965,nm0957505,2016-11-07,2016-11-07,,Craig Zobel,Compliance,
966,nm0432627,2016-11-07,2016-11-07,,Gil Junger,10 Things I Hate About You,1954-11-07
967,nm0381273,2016-11-07,2016-11-07,,John Herzfeld,15 Minutes,1947-04-15
